################################################################################
# Copyright (c) 2004-2007 by Tensilica Inc.  ALL RIGHTS RESERVED.              #
# These coded instructions, statements, and computer programs are the          #
# copyrighted works and confidential proprietary information of Tensilica Inc. #
# They may not be modified, copied, reproduced, distributed, or disclosed to   #
# third parties in any manner, medium, or form, in whole or in part, without   #
# the prior written consent of Tensilica Inc.                                  #
################################################################################
# Tech     OpCond    Mem    Words Bits  Mux     Pcr     Pcw     Pci      Pa      Pd       Pleak       Area
130lv      Typical   ram      512   12    8  21.373  20.102   0.377   0.391   0.126      60.942   55778.28
130lv      Typical   ram      512   16    4  24.635  23.883   0.448   0.464   0.112      92.926   75486.18
130lv      Typical   ram      512   17    4  25.432  24.727   0.464   0.481   0.109      94.262   78573.95
130lv      Typical   ram      512   18    4  26.228  25.571   0.479   0.497   0.107      95.598   81239.33
130lv      Typical   ram      512   19    4  27.025  26.414   0.495   0.514   0.104      96.933   83659.72
130lv      Typical   ram      512   20    4  27.821  27.258   0.511   0.530   0.102      98.269   86331.85
130lv      Typical   ram      512   21    4  28.618  28.102   0.527   0.546   0.100      99.605   89281.95
130lv      Typical   ram      512   22    4  29.414  28.946   0.543   0.563   0.099     100.940   91888.81
130lv      Typical   ram      512   23    4  30.211  29.789   0.559   0.579   0.097     102.276   94414.76
130lv      Typical   ram      512   24    4  31.007  30.633   0.574   0.596   0.096     103.611   97111.34
130lv      Typical   ram      512   25    4  31.804  31.477   0.590   0.612   0.094     104.947  100157.05
130lv      Typical   ram      512   26    4  32.600  32.320   0.606   0.628   0.093     106.283  102700.79
130lv      Typical   ram      512   27    4  33.397  33.164   0.622   0.645   0.092     107.618  105415.28
130lv      Typical   ram      512   28    4  34.193  34.008   0.638   0.661   0.091     108.954  107864.99
130lv      Typical   ram      512   32    4  37.379  37.383   0.701   0.727   0.088     114.297  118974.82
130lv      Typical   ram      512   64    4  62.867  64.381   1.207   1.252   0.075     157.037  217425.90
130lv      Typical   ram      512  128    4 114.828 118.398   2.220   2.302   0.069     242.518  442612.28
130lv      Typical   ram     1024    4   16  14.678  13.682   0.257   0.239   0.257      53.008   43855.47
130lv      Typical   ram     1024    8    8  20.092  19.350   0.363   0.339   0.181      87.464   68012.46
130lv      Typical   ram     1024   12    8  24.320  23.547   0.442   0.412   0.147      95.417   87177.93
130lv      Typical   ram     1024   16    8  28.548  27.744   0.520   0.486   0.130     103.371  106435.74
130lv      Typical   ram     1024   17    8  29.605  28.794   0.540   0.504   0.127     105.359  111530.77
130lv      Typical   ram     1024   18    8  30.662  29.843   0.560   0.522   0.124     107.348  116234.34
130lv      Typical   ram     1024   19    8  31.719  30.892   0.579   0.541   0.122     109.336  121353.05
130lv      Typical   ram     1024   20    8  32.776  31.942   0.599   0.559   0.120     111.325  126086.52
130lv      Typical   ram     1024   21    8  33.833  32.991   0.619   0.577   0.118     113.313  131250.93
130lv      Typical   ram     1024   22    4  34.779  36.465   0.684   0.638   0.124     168.779  155258.33
130lv      Typical   ram     1024   23    4  35.589  37.432   0.702   0.655   0.122     170.671  159655.44
130lv      Typical   ram     1024   24    4  36.398  38.398   0.720   0.672   0.120     172.562  163766.03
130lv      Typical   ram     1024   25    4  37.208  39.364   0.738   0.689   0.118     174.453  168887.18
130lv      Typical   ram     1024   26    4  38.017  40.330   0.756   0.706   0.116     176.344  173288.97
130lv      Typical   ram     1024   27    4  38.827  41.297   0.774   0.723   0.115     178.236  177711.70
130lv      Typical   ram     1024   28    4  39.636  42.263   0.792   0.740   0.113     180.127  182141.91
130lv      Typical   ram     1024   32    4  42.874  46.128   0.865   0.807   0.108     187.692  200229.58
130lv      Typical   ram     1024   64    4  68.776  77.046   1.445   1.348   0.090     248.212  377330.45
130lv      Typical   ram     1024  128    4 121.602 138.673   2.600   2.427   0.081     369.253  740398.76
130lv      Typical   ram     2048    4   16  17.561  16.719   0.313   0.266   0.313      85.261   67444.78
130lv      Typical   ram     2048    8   16  23.778  22.797   0.427   0.363   0.214      98.965  105261.03
130lv      Typical   ram     2048   12    8  29.940  30.105   0.564   0.479   0.188     164.368  152800.38
130lv      Typical   ram     2048   16    8  34.405  34.949   0.655   0.556   0.164     176.766  186261.56
130lv      Typical   ram     2048   17    8  35.522  36.160   0.678   0.575   0.160     179.866  194887.77
130lv      Typical   ram     2048   18    8  36.638  37.371   0.701   0.595   0.156     182.966  203253.16
130lv      Typical   ram     2048   19    8  37.755  38.583   0.723   0.614   0.152     186.065  211927.62
130lv      Typical   ram     2048   20    8  38.871  39.794   0.746   0.633   0.149     189.165  220081.69
130lv      Typical   ram     2048   21    8  39.987  41.005   0.769   0.652   0.146     192.265  228791.14
130lv      Typical   ram     2048   22    8  41.104  42.216   0.792   0.672   0.144     195.364  237108.18
130lv      Typical   ram     2048   23    8  42.220  43.427   0.814   0.691   0.142     198.464  246018.07
130lv      Typical   ram     2048   24    8  43.336  44.638   0.837   0.710   0.139     201.564  261115.00
130lv      Typical   ram     2048   25    8  44.453  45.849   0.860   0.729   0.138     204.663  270105.87
130lv      Typical   ram     2048   26    8  45.569  47.060   0.882   0.749   0.136     207.763  278594.54
130lv      Typical   ram     2048   27    8  46.686  48.271   0.905   0.768   0.134     210.863  296602.92
130lv      Typical   ram     2048   28    8  47.802  49.482   0.928   0.787   0.133     213.962  305231.67
130lv      Typical   ram     2048   32    8  52.268  54.327   1.019   0.864   0.127     226.361  340962.48
130lv      Typical   ram     2048   64    4  83.928 104.457   1.959   1.662   0.122     430.563  723046.46
130lv      Typical   ram     2048  128    4 139.809 182.256   3.417   2.900   0.107     622.724 1388164.30
130lv      Typical   ram     4096    4   16  23.306  22.526   0.422   0.329   0.422     149.766  118794.98
130lv      Typical   ram     4096    8   16  30.079  29.567   0.554   0.431   0.277     172.360  184695.56
130lv      Typical   ram     4096   12   16  36.852  36.609   0.686   0.534   0.229     194.955  251581.46
130lv      Typical   ram     4096   16   16  43.624  43.650   0.818   0.637   0.205     217.549  336949.34
130lv      Typical   ram     4096   20   16  50.534  50.855   0.954   0.742   0.191     240.144  416981.44
130lv      Typical   ram     4096   24   16  57.443  58.060   1.089   0.847   0.181     262.738  489365.49
130lv      Typical   ram     4096   28    8  62.957  69.669   1.306   1.016   0.187     387.423  604935.21
130lv      Typical   ram     4096   32    8  67.853  75.795   1.421   1.105   0.178     408.712  679532.25
130lv      Typical   ram     4096   64    8 107.549 124.974   2.343   1.823   0.146     579.022 1294007.82
130lv      Typical   ram     4096  128    8 189.247 224.700   4.213   3.277   0.132     919.642 2700406.76
130lv      Typical   ram     8192    4   16  36.283  35.578   0.667   0.479   0.667     278.777  232064.35
130lv      Typical   ram     8192    8   16  44.024  44.519   0.835   0.599   0.417     319.151  378603.09
130lv      Typical   ram     8192   12   16  51.765  53.460   1.002   0.720   0.334     359.526  523266.50
130lv      Typical   ram     8192   16   16  59.505  62.402   1.170   0.840   0.293     399.900  664892.13
130lv      Typical   ram     8192   20   16  67.358  71.295   1.337   0.960   0.267     440.275  815133.07
130lv      Typical   ram     8192   24   16  75.211  80.188   1.504   1.079   0.251     480.649  957638.96
130lv      Typical   ram     8192   28   16  83.064  89.082   1.670   1.199   0.239     521.024 1105952.88
130lv      Typical   ram     8192   32   16  90.917  97.975   1.837   1.319   0.230     561.398 1262092.00
130lv      Typical   ram     8192   64   16 154.409 170.227   3.192   2.292   0.199     884.394 2615046.05
130lv      Worst     ram       16    4    4   7.254   6.588   0.127   0.295   0.124      66.784   17544.76
130lv      Worst     ram       16    8    4   9.827   8.971   0.171   0.400   0.084      76.643   21304.24
130lv      Worst     ram       16   12    4  12.401  11.355   0.216   0.505   0.071      86.502   25063.71
130lv      Worst     ram       16   16    4  14.974  13.739   0.261   0.609   0.065      96.361   28823.19
130lv      Worst     ram       16   17    4  15.617  14.335   0.272   0.636   0.063      98.826   29889.60
130lv      Worst     ram       16   18    4  16.260  14.931   0.284   0.662   0.062     101.290   30787.29
130lv      Worst     ram       16   19    4  16.904  15.527   0.295   0.688   0.061     103.755   31684.98
130lv      Worst     ram       16   20    4  17.547  16.123   0.306   0.714   0.061     106.220   32582.67
130lv      Worst     ram       16   21    4  18.190  16.719   0.317   0.740   0.060     108.685   33649.07
130lv      Worst     ram       16   22    4  18.833  17.315   0.328   0.766   0.059     111.149   34546.76
130lv      Worst     ram       16   23    4  19.477  17.911   0.340   0.793   0.059     113.614   35517.36
130lv      Worst     ram       16   24    4  20.120  18.506   0.351   0.819   0.058     116.079   36460.34
130lv      Worst     ram       16   25    4  20.763  19.102   0.362   0.845   0.057     118.544   37673.27
130lv      Worst     ram       16   26    4  21.407  19.698   0.373   0.871   0.057     121.009   38681.76
130lv      Worst     ram       16   27    4  22.050  20.294   0.385   0.897   0.056     123.473   39732.18
130lv      Worst     ram       16   28    4  22.693  20.890   0.396   0.924   0.056     125.938   40753.56
130lv      Worst     ram       16   32    4  25.266  23.274   0.441   1.028   0.055     135.797   45042.93
130lv      Worst     ram       16   64    4  45.852  42.344   0.800   1.866   0.050     214.670   81923.02
130lv      Worst     ram       16  128    4  87.023  80.485   1.518   3.542   0.047     372.415  183004.12
130lv      Worst     ram       32    4    4   7.349   6.583   0.128   0.239   0.124      72.859   18419.98
130lv      Worst     ram       32    8    4   9.891   8.969   0.173   0.322   0.084      82.840   22367.00
130lv      Worst     ram       32   12    4  12.432  11.354   0.217   0.405   0.071      92.822   26314.02
130lv      Worst     ram       32   16    4  14.974  13.739   0.261   0.488   0.065     102.803   30261.04
130lv      Worst     ram       32   17    4  15.609  14.335   0.272   0.508   0.063     105.299   31380.65
130lv      Worst     ram       32   18    4  16.244  14.931   0.283   0.529   0.062     107.794   32323.12
130lv      Worst     ram       32   19    4  16.880  15.528   0.294   0.550   0.061     110.289   33265.59
130lv      Worst     ram       32   20    4  17.515  16.124   0.305   0.570   0.061     112.785   34208.06
130lv      Worst     ram       32   21    4  18.151  16.720   0.317   0.591   0.060     115.280   35327.67
130lv      Worst     ram       32   22    4  18.786  17.317   0.328   0.612   0.059     117.775   36270.14
130lv      Worst     ram       32   23    4  19.421  17.913   0.339   0.632   0.058     120.271   37307.88
130lv      Worst     ram       32   24    4  20.057  18.509   0.350   0.653   0.058     122.766   38394.22
130lv      Worst     ram       32   25    4  20.692  19.106   0.361   0.674   0.057     125.261   39633.49
130lv      Worst     ram       32   26    4  21.327  19.702   0.372   0.694   0.057     127.757   40730.02
130lv      Worst     ram       32   27    4  21.963  20.298   0.383   0.715   0.056     130.252   41727.49
130lv      Worst     ram       32   28    4  22.598  20.894   0.394   0.736   0.056     132.748   42899.33
130lv      Worst     ram       32   32    4  25.140  23.280   0.438   0.819   0.055     142.729   47463.31
130lv      Worst     ram       32   64    4  45.462  42.352   0.794   1.482   0.050     222.581   85764.56
130lv      Worst     ram       32  128    4  86.332  80.398   1.507   2.814   0.047     382.284  191705.74
130lv      Worst     ram       64    4    4   7.539   6.575   0.132   0.205   0.125      85.009   20170.44
130lv      Worst     ram       64    8    4  10.017   8.963   0.175   0.272   0.085      95.235   24492.54
130lv      Worst     ram       64   12    4  12.496  11.351   0.218   0.339   0.071     105.462   28814.65
130lv      Worst     ram       64   16    4  14.974  13.739   0.261   0.406   0.065     115.688   33136.75
130lv      Worst     ram       64   17    4  15.593  14.336   0.272   0.423   0.063     118.244   34362.75
130lv      Worst     ram       64   18    4  16.213  14.933   0.283   0.440   0.062     120.801   35394.79
130lv      Worst     ram       64   19    4  16.832  15.530   0.294   0.457   0.061     123.357   36426.82
130lv      Worst     ram       64   20    4  17.452  16.127   0.304   0.473   0.061     125.914   37458.86
